dataset,variant,reg_multiplier,user_sim_proto_weight,user_sim_batch_weight,item_sim_proto_weight,item_sim_batch_weight,val_hit_ratio@10,val_ndcg@10,test_hit_ratio@10,test_ndcg@10,wall_seconds,profile,status
ml-1m,off,0.0,0.0,0.0,0.0,0.0,0.5956247928405701,0.33950052935865555,0.5745773947630096,0.3249667403656484,613.2030000000013,smoke,OK
ml-1m,x100,100.0,179.8020961772744,0.1765476518620417,162.59454263434128,0.9407278448875613,0.4592310241962214,0.25407124054665825,0.4401723566456745,0.24247209505456208,624.890999999996,smoke,OK
