prototype,feature,value,count,topk_size,topk_freq,global_freq,lift,score,selected
0,tags,shopping,3,20,0.15,0.00096,156.25,156.25,True
0,tags,good romantic comedies,9,20,0.45,0.00704,63.92045454545455,63.92045454545455,True
0,tags,sappy,1,20,0.05,0.00096,52.083333333333336,52.083333333333336,False
0,tags,wedding,2,20,0.1,0.00224,44.642857142857146,44.642857142857146,True
0,tags,spelling bee,1,20,0.05,0.00128,39.0625,39.0625,False
0,tags,girlie movie,16,20,0.8,0.02272,35.2112676056338,35.2112676056338,False
0,tags,very good,1,20,0.05,0.0016,31.25,31.25,False
0,tags,family bonds,1,20,0.05,0.0016,31.25,31.25,False
0,tags,happy ending,9,20,0.45,0.016,28.125,28.125,False
0,tags,chick flick,16,20,0.8,0.03136,25.510204081632654,25.510204081632654,False
0,tags,feel good movie,7,20,0.35,0.0144,24.305555555555554,24.305555555555554,False
0,tags,internet,1,20,0.05,0.00224,22.321428571428573,22.321428571428573,False
0,tags,ghosts/afterlife,1,20,0.05,0.00224,22.321428571428573,22.321428571428573,False
0,tags,sweet,8,20,0.4,0.01856,21.551724137931036,21.551724137931036,False
0,tags,feel-good,12,20,0.6,0.02784,21.551724137931032,21.551724137931032,False
0,tags,romantic comedy,14,20,0.7,0.03424,20.44392523364486,20.44392523364486,False
0,tags,cute!,2,20,0.1,0.00512,19.53125,19.53125,False
0,tags,afterlife,1,20,0.05,0.00256,19.53125,19.53125,False
0,tags,catastrophe,1,20,0.05,0.00256,19.53125,19.53125,False
0,tags,romance,15,20,0.75,0.03904,19.211065573770494,19.211065573770494,False
0,tags,destiny,9,20,0.45,0.024,18.75,18.75,False
0,tags,cute,3,20,0.15,0.00864,17.36111111111111,17.36111111111111,False
0,tags,classical music,1,20,0.05,0.00288,17.36111111111111,17.36111111111111,False
0,tags,oscar winner,5,20,0.25,0.01568,15.943877551020408,15.943877551020408,False
0,tags,inspirational,2,20,0.1,0.0064,15.625,15.625,False
0,tags,sentimental,5,20,0.25,0.01664,15.024038461538463,15.024038461538463,False
0,tags,predictable,2,20,0.1,0.00672,14.880952380952381,14.880952380952381,False
0,tags,tear jerker,2,20,0.1,0.00704,14.204545454545455,14.204545454545455,False
0,tags,baseball,1,20,0.05,0.00352,14.204545454545455,14.204545454545455,False
0,tags,romantic,15,20,0.75,0.05568,13.469827586206897,13.469827586206897,False
0,tags,football,1,20,0.05,0.00384,13.020833333333334,13.020833333333334,False
0,tags,teacher,1,20,0.05,0.00384,13.020833333333334,13.020833333333334,False
0,tags,divorce,1,20,0.05,0.00416,12.019230769230772,12.019230769230772,False
0,tags,love story,15,20,0.75,0.06368,11.777638190954773,11.777638190954773,False
0,tags,prostitution,1,20,0.05,0.00448,11.160714285714286,11.160714285714286,False
0,tags,life,1,20,0.05,0.00448,11.160714285714286,11.160714285714286,False
0,tags,earnest,1,20,0.05,0.0048,10.416666666666668,10.416666666666668,False
0,tags,single father,1,20,0.05,0.0048,10.416666666666668,10.416666666666668,False
0,tags,fairy tales,1,20,0.05,0.0048,10.416666666666668,10.416666666666668,False
0,tags,inspiring,1,20,0.05,0.0048,10.416666666666668,10.416666666666668,False
0,tags,women,3,20,0.15,0.01568,9.566326530612244,9.566326530612244,False
0,tags,disability,1,20,0.05,0.00544,9.191176470588236,9.191176470588236,False
0,tags,rags to riches,1,20,0.05,0.00576,8.680555555555555,8.680555555555555,False
0,tags,london,1,20,0.05,0.00576,8.680555555555555,8.680555555555555,False
0,tags,president,1,20,0.05,0.00576,8.680555555555555,8.680555555555555,False
0,tags,heartwarming,2,20,0.1,0.01184,8.445945945945947,8.445945945945947,False
0,tags,nostalgic,2,20,0.1,0.01216,8.223684210526315,8.223684210526315,False
0,tags,cross dressing,1,20,0.05,0.00608,8.223684210526315,8.223684210526315,False
0,tags,fighting the system,1,20,0.05,0.0064,7.8125,7.8125,False
0,tags,oscar,4,20,0.2,0.0272,7.352941176470589,7.352941176470589,False
0,tags,british,2,20,0.1,0.01408,7.1022727272727275,7.1022727272727275,False
0,tags,pg-13,1,20,0.05,0.00704,7.1022727272727275,7.1022727272727275,False
0,tags,shakespeare,1,20,0.05,0.00704,7.1022727272727275,7.1022727272727275,False
0,tags,love,5,20,0.25,0.03616,6.913716814159293,6.913716814159293,False
0,tags,good,5,20,0.25,0.0368,6.793478260869565,6.793478260869565,False
0,tags,fairy tale,2,20,0.1,0.01504,6.6489361702127665,6.6489361702127665,False
0,genres,Romance,16,20,0.8,0.13312,6.009615384615386,6.009615384615386,False
0,tags,drama,8,20,0.4,0.06656,6.009615384615386,6.009615384615386,False
0,tags,world politics,1,20,0.05,0.00832,6.009615384615386,6.009615384615386,False
0,tags,sports,2,20,0.1,0.01792,5.580357142857143,5.580357142857143,False
0,tags,ghosts,1,20,0.05,0.00896,5.580357142857143,5.580357142857143,False
0,tags,literature,1,20,0.05,0.00896,5.580357142857143,5.580357142857143,False
0,tags,oscar (best supporting actress),2,20,0.1,0.01856,5.387931034482759,5.387931034482759,False
0,tags,natural disaster,1,20,0.05,0.00928,5.387931034482759,5.387931034482759,False
0,tags,remake,1,20,0.05,0.00928,5.387931034482759,5.387931034482759,False
0,tags,touching,3,20,0.15,0.02816,5.326704545454545,5.326704545454545,False
0,tags,bittersweet,2,20,0.1,0.01888,5.296610169491525,5.296610169491525,False
0,tags,dog,1,20,0.05,0.0096,5.208333333333334,5.208333333333334,False
0,tags,courtroom,1,20,0.05,0.00992,5.040322580645162,5.040322580645162,False
0,tags,costume drama,1,20,0.05,0.01024,4.8828125,4.8828125,False
0,tags,passionate,1,20,0.05,0.01024,4.8828125,4.8828125,False
0,tags,artistic,1,20,0.05,0.01056,4.734848484848485,4.734848484848485,False
0,tags,relationships,5,20,0.25,0.05376,4.650297619047619,4.650297619047619,False
0,tags,oscar (best picture),3,20,0.15,0.03296,4.550970873786407,4.550970873786407,False
0,tags,magic,1,20,0.05,0.0112,4.464285714285714,4.464285714285714,False
0,tags,epic,1,20,0.05,0.0112,4.464285714285714,4.464285714285714,False
0,tags,witty,1,20,0.05,0.0112,4.464285714285714,4.464285714285714,False
0,tags,historical,2,20,0.1,0.02272,4.401408450704225,4.401408450704225,False
0,tags,us history,1,20,0.05,0.01152,4.340277777777778,4.340277777777778,False
0,tags,england,1,20,0.05,0.01152,4.340277777777778,4.340277777777778,False
0,tags,based on a true story,1,20,0.05,0.01184,4.222972972972974,4.222972972972974,False
0,tags,lawyers,1,20,0.05,0.01216,4.1118421052631575,4.1118421052631575,False
0,tags,death,1,20,0.05,0.01248,4.006410256410256,4.006410256410256,False
