prototype,name,n_descriptors,descriptors
0,"Romance, chick flick, girlie movie",3,genres=Romance(score=0.800); tags=chick flick(score=0.800); tags=girlie movie(score=0.800)
1,"Romance, chick flick, girlie movie",3,genres=Romance(score=0.800); tags=chick flick(score=0.800); tags=girlie movie(score=0.800)
2,"Romance, chick flick, girlie movie",3,genres=Romance(score=0.800); tags=chick flick(score=0.800); tags=girlie movie(score=0.800)
3,"imdb top 250, classic, talky",3,tags=imdb top 250(score=0.950); tags=classic(score=0.900); tags=talky(score=0.750)
4,"Romance, chick flick, girlie movie",3,genres=Romance(score=0.800); tags=chick flick(score=0.800); tags=girlie movie(score=0.800)
5,"Romance, chick flick, girlie movie",3,genres=Romance(score=0.800); tags=chick flick(score=0.800); tags=girlie movie(score=0.800)
6,"Romance, chick flick, girlie movie",3,genres=Romance(score=0.800); tags=chick flick(score=0.800); tags=girlie movie(score=0.800)
7,"classic, imdb top 250, oscar (best directing)",3,tags=classic(score=0.950); tags=imdb top 250(score=0.950); tags=oscar (best directing)(score=0.750)
8,"Action, Sci-Fi, action",3,genres=Action(score=1.000); genres=Sci-Fi(score=0.950); tags=action(score=0.850)
9,"Romance, chick flick, girlie movie",3,genres=Romance(score=0.800); tags=chick flick(score=0.800); tags=girlie movie(score=0.800)
10,"Romance, chick flick, girlie movie",3,genres=Romance(score=0.800); tags=chick flick(score=0.800); tags=girlie movie(score=0.800)
