item_id,item,item weight,prototype
8498,A15U64VGUV6RBF,1.9908398,33
8846,A2CAL24X4ZX8Z2,1.9684546,33
11539,A2B24IWKYK6OTW,1.954246,33
9498,ADK7Z17FLC6V4,1.9523396,33
4250,A2INDBHQCXDSL3,1.9466604,33
7167,A3T0KYNBXCMN07,1.9260242,33
6958,A247VET7CP4K7J,1.9998312,34
8165,AVFS965I5T9LU,1.9992027,34
10288,A1VF7PTOE8CKA5,1.9984932,34
10426,A166O5R712PA3N,1.9975257,34
12485,A3J7J9BK2WX4AS,1.9954696,34
5410,A19SHEG056R1PG,1.9945914,34
10088,A1RKOFKQYP04GC,1.99321,34
10983,AP2OT0IFL4LU8,1.9930134,34
13316,A1V9J0CDSUC6RS,1.9928102,34
11192,AVQRBE2Z9Z220,1.9907287,34
5078,A2EKDG4J7JNACA,1.999916,35
2469,A3GASQRWPQW28W,1.9997923,35
6558,A3FQDCXPR8LRXZ,1.999712,35
5744,A3RA57VK1PBXC8,1.9993165,35
1557,A3CHKTKVWL5GWJ,1.9977524,35
4017,A2B2TVVNS6NII1,1.9967029,35
2149,AB1Z91C0JB9LX,1.9964586,35
7478,ADKHRF89F20BG,1.9951496,35
6399,A1UKKD3XBX8WZ,1.9947181,35
2717,A16GS0KNO4SFUQ,1.9947019,35
7662,A18T1BKNDSBWGN,1.9996904,36
7012,A2U7DXDNYBBLQJ,1.9961326,36
9687,A1GVIOICN71SB9,1.9912546,36
9823,A33X9MHUGB1UMT,1.9854994,36
6383,A2QACF110GJL1S,1.9843516,36
8141,AUVVE2LJ46HWH,1.9815111,36
5559,A303IBWZ0QMZ9Z,1.9666986,36
7437,A1EX4410F46C8O,1.9604837,36
5754,A1D2G65W3QHBIQ,1.9588844,36
13763,A23IT3LXY8TZB3,1.9546328,36
245,A36JKJY7BMLPMC,1.9998094,37
790,A1LX3LD2LEKKY9,1.999797,37
394,A1SSL3RR30E0XE,1.9997497,37
422,A1UWQ3ANXI3EZU,1.9994056,37
499,AA9AU6WVAF78V,1.9992586,37
351,A35W4E33M8GDC4,1.9992418,37
382,AJX0Q5B0QEP57,1.9977398,37
146,A3AMT70CSW12AD,1.9969702,37
866,AAQMWWN5UDJM5,1.9953294,37
85,A2K41UD90E56FP,1.9946902,37
2068,A1YRPFRFFZXCI5,1.9997512,38
1887,A3PPXVR5J6U2JD,1.9996665,38
1681,AT1J4MGWHVZEG,1.9979341,38
805,A30HAGYXB3WZ1E,1.9948759,38
2722,ABG3WJ6JJPSAX,1.9933107,38
1036,APZC5PRJVM0PY,1.9925737,38
3202,A1ZU55TM45Y2R8,1.9912742,38
3185,A1KPVSXSMO0JKU,1.986917,38
5346,A120UTHQDQIJGH,1.9701617,38
1208,A1NJ2GWURL2ONB,1.9694221,38
13500,A2VH58R606OATT,1.9997935,39
10852,A23X6PU135S5BO,1.9997816,39
10925,A3Q227LSM8B5K1,1.9996061,39
10504,A3PMJERYWED1E,1.9994752,39
10838,A22CIERFPT2V9X,1.9981958,39
10933,A189OMW3LTKTKF,1.9979663,39
8415,A2HXEJXEQQTM1D,1.9976996,39
8151,A2RSTWSQDLYHYX,1.9976374,39
10497,A35OD4211PFLZH,1.9975383,39
10831,A3MX44NOGGPVS4,1.9960154,39
10909,AH6OYB8SIKPE9,1.9988315,40
5236,A3F3VDUMMWDE65,1.9985075,40
10747,A2LH3CBOXMPWJO,1.9975326,40
12377,A2DJXYKRNWLWGO,1.9952322,40
8533,A1HQVXD63STWND,1.9946282,40
13985,A2NV1OA0DQBQ87,1.9942989,40
10207,A2OM77OVT83L37,1.9897673,40
13019,AB2KPWIREZ3KS,1.9886737,40
10085,A11EXFOEEUY5A0,1.9819126,40
11600,A1Q1HHTP5575SI,1.974076,40
12108,A1QUF25ZMY25V3,1.9998424,41
11936,A28GZFNGKUZRFD,1.9993179,41
8444,A11MV1WAIEYKK0,1.9988383,41
10134,ASAH67W5LWK3C,1.9965053,41
10556,A2PVQR5PA7N2KT,1.995451,41
9399,A3I83PFAVRONO2,1.9953024,41
3116,A3BSJUYGMIWI2Q,1.9943703,41
9482,A2H629SI5VJGRM,1.9940678,41
13707,AQXH41W98X41P,1.9914018,41
7047,ALK8ZW12GN5WH,1.9908535,41
10513,A1Z6J3ODKR7LI1,1.999598,42
13633,A3F2AUIISSQ5PH,1.998272,42
13204,AZKCJJEPOSCYT,1.9981543,42
13070,A42HIT7SJZNJG,1.9977142,42
13039,A3GTTSQA2VVDIN,1.9971194,42
13119,A2GE1QIP9RJHZI,1.9970005,42
14047,A1RWZ7SXKP8VWO,1.9969065,42
7765,A1WM6XOZFJQ3PL,1.9941843,42
13941,AODG4NET5Q8QM,1.9928212,42
6253,ABHDBVEPS0ZE3,1.9887662,42
7233,A1941D92NYIESI,1.999872,43
11456,A23FEBE4EN063D,1.9996219,43
5074,A2IH7X72AMFDHM,1.998914,43
4485,A1B8Y83O1ZTYCB,1.9967065,43
5189,AO9A0B764CMZ6,1.9955614,43
5661,A2WC1O7AMMQX50,1.991813,43
7166,A30JVMVY6KL3EK,1.9898357,43
6341,A2THQCHKR89E16,1.989624,43
5656,A2PPIM5L36CMMK,1.9859211,43
5554,AQBCXGC5Q0RLY,1.9855442,43
9208,A2YRK2XNXALLKQ,1.9999503,44
143,A2V44W8WEZZQ08,1.9995801,44
464,A6A0LTYEAMAP5,1.9995537,44
10180,A1MI89BEP1GNO1,1.9988065,44
12111,A3LTP6ZGXUFZE0,1.99646,44
7637,A1JKBO3JD6XN19,1.9957464,44
12048,A2FVY46N14A4F3,1.9913964,44
12700,A7CKXET12XIAV,1.9904672,44
