group,name,created,best_val,best_epoch,last_epoch,val_at_grace4,n_logged
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_2cea07eb,2026-03-31T12:54:49Z,0.33353,14,14,0.24532,16
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_cfa3e223,2026-03-31T12:52:31Z,0.11496,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_1fed4262,2026-03-31T12:52:26Z,0.18547,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_0f05b847,2026-03-31T12:49:34Z,0.13309,1,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_2d068e7e,2026-03-31T12:47:06Z,0.12288,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_031b9f71,2026-03-31T12:46:34Z,0.42504,14,14,0.32547,16
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_ccf175a0,2026-03-31T12:43:04Z,0.09827,0,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_e364ba12,2026-03-31T12:42:34Z,0.42,13,14,0.3236,16
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_883798d0,2026-03-31T12:41:06Z,0.18302,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_9c634630,2026-03-31T12:40:40Z,0.49712,54,64,0.27813,66
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_56d79c32,2026-03-31T12:39:14Z,0.10245,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_89019fd1,2026-03-31T12:38:06Z,0.10705,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_5483c222,2026-03-31T12:36:44Z,0.41396,14,14,0.3105,16
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_7eefb7a7,2026-03-31T12:35:51Z,0.45482,10,20,0.29367,22
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_5f860d92,2026-03-31T12:35:20Z,0.50331,50,60,0.38964,62
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_7d5ab2ce,2026-03-31T12:35:04Z,0.45338,22,32,0.20547,34
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_710807bf,2026-03-31T12:34:33Z,0.17295,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_29ddabb0,2026-03-31T12:34:02Z,0.09741,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_401996c4,2026-03-31T12:31:38Z,0.14058,1,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_517d6fc3,2026-03-31T12:31:34Z,0.09842,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_a6f5bf68,2026-03-31T12:30:59Z,0.08849,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_8f5807dc,2026-03-31T12:30:55Z,0.11295,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_c7629d4f,2026-03-31T12:28:35Z,0.39367,14,14,0.32331,16
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_cf70b1b3,2026-03-31T12:28:17Z,0.49108,54,64,0.38058,66
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_3a7afbab,2026-03-31T12:27:34Z,0.10691,1,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_b24aa006,2026-03-31T12:16:45Z,0.1105,1,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_5f888d17,2026-03-31T12:10:02Z,0.27338,11,14,0.20791,16
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_c21a9e5c,2026-03-31T12:09:24Z,0.34978,14,14,0.29396,16
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_cbdddd09,2026-03-31T12:06:53Z,0.11108,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_af8031fd,2026-03-31T12:04:41Z,0.09827,0,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_10eff86e,2026-03-31T12:03:00Z,0.10288,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_ae566ede,2026-03-31T12:00:31Z,0.11683,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_1ca40e2a,2026-03-31T11:59:25Z,0.09122,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_0b61d1c5,2026-03-31T11:56:51Z,0.46676,39,49,0.33036,51
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_47a799ad,2026-03-31T11:55:30Z,0.1,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_930e4b6e,2026-03-31T11:54:06Z,0.10374,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_a61df651,2026-03-31T11:52:46Z,0.12691,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_4966f713,2026-03-31T11:50:32Z,0.48144,50,60,0.21381,62
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_4067b8cc,2026-03-31T11:49:16Z,0.11583,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_5b6c2313,2026-03-31T11:48:52Z,0.10302,0,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_9472d686,2026-03-31T11:47:12Z,0.48043,14,24,0.47266,26
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_413fd588,2026-03-31T11:46:43Z,0.09194,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_016d603a,2026-03-31T11:46:20Z,0.10777,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_b589166a,2026-03-31T11:45:40Z,0.23928,13,14,0.20791,16
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_9ad4c065,2026-03-31T11:43:42Z,0.16403,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_add4979f,2026-03-31T11:43:38Z,0.14115,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_2bae6bb2,2026-03-31T11:41:47Z,0.43885,44,54,0.27252,56
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_d3bbb943,2026-03-31T11:39:20Z,0.47266,37,47,0.20345,49
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_720f6892,2026-03-31T11:38:03Z,0.36647,60,70,0.22,72
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_8f0299e9,2026-03-31T11:36:24Z,0.20662,10,14,0.18086,16
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_06f2a95a,2026-03-31T11:35:39Z,0.11856,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_f143e08c,2026-03-31T11:33:42Z,0.11381,2,2,,4
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_cf67425a,2026-03-31T11:15:41Z,0.49396,30,40,0.3823,42
user_item_proto_amazon2014,user_item_proto_amazon2014_s38210573_d32c2c46,2026-03-31T11:15:34Z,0.20619,54,64,0.10216,66
