item_id,item,item weight,prototype
901,3707,1.9995472,14
1844,3529,1.9980035,14
1958,3420,1.9886376,14
904,3206,1.984998,14
1766,3029,1.9673512,14
2764,2753,1.9549093,14
614,1804,1.953822,14
1464,695,1.9523017,14
959,3102,1.9397411,14
1029,2852,1.9253912,14
2789,3137,1.999375,15
3108,3367,1.999275,15
2812,964,1.9958694,15
2721,2896,1.9954064,15
2669,3143,1.994268,15
1871,1472,1.9873191,15
2295,458,1.9818206,15
1841,1661,1.977781,15
2811,3025,1.9677558,15
3120,3767,1.9606729,15
2794,1549,1.9999807,16
1368,148,1.9999176,16
2836,2773,1.9998991,16
2489,1058,1.9996753,16
2568,124,1.9996388,16
2073,3860,1.999625,16
2032,1502,1.9994019,16
2680,331,1.9993372,16
3031,811,1.9993122,16
2563,1749,1.9993036,16
1594,112,1.9989944,17
311,2699,1.9953167,17
646,198,1.9874916,17
667,3300,1.9734082,17
281,741,1.9678679,17
589,1909,1.96558,17
669,3745,1.9494178,17
807,1391,1.949057,17
255,861,1.9435942,17
423,2826,1.9371998,17
2772,3401,1.9999183,18
1647,87,1.9997737,18
2802,484,1.9994068,18
2098,3921,1.998878,18
1621,885,1.9985058,18
786,2800,1.9980346,18
2850,3799,1.998032,18
2814,3520,1.9980202,18
2849,3776,1.9978967,18
1651,631,1.9977975,18
1788,611,1.9995439,19
2436,2900,1.9980052,19
812,3660,1.9966369,19
1244,1969,1.9956689,19
1259,1983,1.9951029,19
1795,2122,1.9950716,19
1380,177,1.9943516,19
1799,2328,1.9933507,19
1263,891,1.993154,19
2266,880,1.9926434,19
1763,393,1.9998336,20
3096,1497,1.9995311,20
2341,502,1.999156,20
3094,1869,1.9987806,20
2808,1389,1.9984071,20
3051,1556,1.9979966,20
2048,839,1.997925,20
2775,2748,1.9977818,20
2894,1681,1.9971316,20
2455,1862,1.9970566,20
1560,2596,1.9994274,21
2299,627,1.9992392,21
2111,3327,1.9940557,21
2103,3262,1.9930086,21
972,1216,1.9835801,21
1327,2165,1.9823289,21
1355,1648,1.9801385,21
816,81,1.9792535,21
1280,159,1.9782467,21
1113,1827,1.977921,21
1892,3426,1.9992781,22
1370,2639,1.9974895,22
2595,147,1.9900267,22
273,1840,1.9802338,22
1121,1191,1.9691476,22
1133,3480,1.9591708,22
2182,3649,1.958154,22
905,2262,1.9539678,22
1446,2114,1.9445453,22
1510,1414,1.9365296,22
1424,522,1.9997504,23
1350,893,1.9995153,23
2152,3680,1.9966966,23
2704,3920,1.9911097,23
1277,1310,1.9883958,23
2016,3718,1.9877803,23
2470,3544,1.9869126,23
2093,1255,1.983879,23
2376,1483,1.9836278,23
1862,390,1.9829082,23
302,1735,1.9991331,24
1479,2891,1.9984663,24
1559,2310,1.9921569,24
721,26,1.9819453,24
2046,3831,1.9690475,24
1903,2883,1.9654303,24
