timestamp,gpu_util_pct,vram_used_mib,vram_total_mib,vram_pct,cpu_pct,ram_used_mib,ram_total_mib,ram_pct,gpu_temp_c
2026-06-08 15:48:55,21.0,1812,24576,7.4,645.6,25700,257046,10.0,37
2026-06-08 15:49:05,23.0,1812,24576,7.4,-558.8,25687,257046,10.0,37
2026-06-08 15:49:15,21.0,1812,24576,7.4,650.4,25687,257046,10.0,37
2026-06-08 15:49:25,19.0,1812,24576,7.4,-786.4,25682,257046,10.0,37
2026-06-08 15:49:35,15.0,1812,24576,7.4,649.8,25682,257046,10.0,37
2026-06-08 15:49:45,17.0,1812,24576,7.4,439.1,25701,257046,10.0,37
2026-06-08 15:49:55,24.0,1812,24576,7.4,-753.7,24509,257046,9.5,37
2026-06-08 15:50:05,12.0,1812,24576,7.4,-794.0,25685,257046,10.0,37
2026-06-08 15:50:15,14.0,1812,24576,7.4,633.2,25684,257046,10.0,37
2026-06-08 15:50:25,18.0,1812,24576,7.4,233.9,24537,257046,9.5,37
2026-06-08 15:50:36,23.0,1496,24576,6.1,235.7,24036,257046,9.4,37
2026-06-08 15:50:46,19.0,1860,24576,7.6,-927.5,25166,257046,9.8,37
2026-06-08 15:50:56,20.0,1860,24576,7.6,656.4,25168,257046,9.8,37
2026-06-08 15:51:06,26.0,1620,24576,6.6,-697.3,23358,257046,9.1,37
2026-06-08 15:51:16,27.0,1914,24576,7.8,630.2,25076,257046,9.8,37
2026-06-08 15:51:26,21.0,1914,24576,7.8,-555.2,25068,257046,9.8,37
2026-06-08 15:51:36,30.0,1934,24576,7.9,444.7,25392,257046,9.9,37
2026-06-08 15:51:46,26.0,1934,24576,7.9,655.9,25394,257046,9.9,37
2026-06-08 15:51:56,25.0,1934,24576,7.9,-795.8,25387,257046,9.9,37
2026-06-08 15:52:06,28.0,1934,24576,7.9,652.9,25387,257046,9.9,37
2026-06-08 15:52:17,26.0,1934,24576,7.9,440.2,25406,257046,9.9,38
2026-06-08 15:52:27,28.0,1934,24576,7.9,648.2,25406,257046,9.9,38
2026-06-08 15:52:37,18.0,1934,24576,7.9,-746.6,25393,257046,9.9,38
2026-06-08 15:52:47,18.0,1934,24576,7.9,628.5,25394,257046,9.9,38
2026-06-08 15:52:57,28.0,1934,24576,7.9,424.6,25406,257046,9.9,38
2026-06-08 15:53:07,32.0,1934,24576,7.9,650.5,25406,257046,9.9,38
2026-06-08 15:53:17,23.0,1934,24576,7.9,-625.7,25536,257046,9.9,38
2026-06-08 15:53:27,25.0,1934,24576,7.9,645.4,25536,257046,9.9,37
2026-06-08 15:53:37,30.0,1934,24576,7.9,445.6,25558,257046,9.9,38
2026-06-08 15:53:47,29.0,1934,24576,7.9,-530.8,25547,257046,9.9,38
2026-06-08 15:53:57,26.0,1934,24576,7.9,655.4,25546,257046,9.9,38
2026-06-08 15:54:08,27.0,1934,24576,7.9,-1033.0,25699,257046,10.0,38
2026-06-08 15:54:18,21.0,1934,24576,7.9,-560.4,25679,257046,10.0,38
2026-06-08 15:54:28,27.0,1934,24576,7.9,447.1,25694,257046,10.0,38
2026-06-08 15:54:38,27.0,1934,24576,7.9,451.6,25715,257046,10.0,38
2026-06-08 15:54:48,32.0,1934,24576,7.9,655.1,25715,257046,10.0,38
2026-06-08 15:54:58,32.0,1934,24576,7.9,664.1,25714,257046,10.0,38
2026-06-08 15:55:08,30.0,1934,24576,7.9,664.2,25714,257046,10.0,38
2026-06-08 15:55:18,20.0,1934,24576,7.9,-705.5,25703,257046,10.0,38
2026-06-08 15:55:28,19.0,1934,24576,7.9,641.5,25701,257046,10.0,38
2026-06-08 15:55:38,24.0,1934,24576,7.9,-817.6,25705,257046,10.0,38
2026-06-08 15:55:49,22.0,1934,24576,7.9,660.4,25706,257046,10.0,38
2026-06-08 15:55:59,27.0,1934,24576,7.9,446.4,25718,257046,10.0,38
2026-06-08 15:56:09,29.0,1934,24576,7.9,662.4,25718,257046,10.0,38
2026-06-08 15:56:19,25.0,1934,24576,7.9,-555.5,25705,257046,10.0,38
2026-06-08 15:56:29,31.0,1934,24576,7.9,669.0,25705,257046,10.0,38
2026-06-08 15:56:39,30.0,1934,24576,7.9,444.6,25718,257046,10.0,38
2026-06-08 15:56:49,24.0,1934,24576,7.9,-593.5,25698,257046,10.0,38
2026-06-08 15:56:59,18.0,1934,24576,7.9,-864.6,25692,257046,10.0,38
2026-06-08 15:57:09,26.0,1934,24576,7.9,448.7,25712,257046,10.0,38
2026-06-08 15:57:19,27.0,1934,24576,7.9,445.5,25723,257046,10.0,38
2026-06-08 15:57:30,28.0,1934,24576,7.9,663.8,25723,257046,10.0,38
2026-06-08 15:57:40,29.0,1934,24576,7.9,663.6,25723,257046,10.0,38
2026-06-08 15:57:50,31.0,1934,24576,7.9,665.2,25724,257046,10.0,38
2026-06-08 15:58:00,22.0,1934,24576,7.9,-771.4,25712,257046,10.0,38
2026-06-08 15:58:10,15.0,1934,24576,7.9,-660.9,25698,257046,10.0,38
2026-06-08 15:58:20,26.0,1934,24576,7.9,444.0,25710,257046,10.0,38
2026-06-08 15:58:30,21.0,1492,24576,6.1,-489.4,23387,257046,9.1,38
2026-06-08 15:58:40,19.0,1492,24576,6.1,-583.9,24055,257046,9.4,38
2026-06-08 15:58:50,17.0,1824,24576,7.4,660.7,25227,257046,9.8,38
2026-06-08 15:59:01,22.0,1824,24576,7.4,438.1,25241,257046,9.8,38
2026-06-08 15:59:11,28.0,1844,24576,7.5,-784.6,25561,257046,9.9,38
2026-06-08 15:59:21,26.0,1844,24576,7.5,662.9,25562,257046,9.9,38
2026-06-08 15:59:31,26.0,1844,24576,7.5,437.3,25582,257046,10.0,38
2026-06-08 15:59:41,26.0,1844,24576,7.5,660.0,25582,257046,10.0,38
2026-06-08 15:59:51,27.0,1844,24576,7.5,658.6,25582,257046,10.0,38
2026-06-08 16:00:01,24.0,1844,24576,7.5,-891.1,25571,257046,9.9,38
2026-06-08 16:00:11,24.0,1844,24576,7.5,644.2,25571,257046,9.9,38
2026-06-08 16:00:21,21.0,1530,24576,6.2,-537.1,23408,257046,9.1,38
2026-06-08 16:00:31,12.0,1838,24576,7.5,-750.8,25022,257046,9.7,38
2026-06-08 16:00:42,13.0,1838,24576,7.5,630.3,25022,257046,9.7,38
2026-06-08 16:00:52,31.0,1890,24576,7.7,210.1,25373,257046,9.9,38
2026-06-08 16:01:02,25.0,1890,24576,7.7,-554.4,25360,257046,9.9,38
2026-06-08 16:01:12,26.0,1890,24576,7.7,649.1,25361,257046,9.9,38
2026-06-08 16:01:22,26.0,1890,24576,7.7,444.6,25374,257046,9.9,38
2026-06-08 16:01:32,16.0,1890,24576,7.7,-2028.2,25447,257046,9.9,38
2026-06-08 16:01:42,23.0,1890,24576,7.7,647.5,25445,257046,9.9,38
2026-06-08 16:01:52,25.0,1890,24576,7.7,437.0,25466,257046,9.9,38
2026-06-08 16:02:02,28.0,1890,24576,7.7,436.1,25481,257046,9.9,38
2026-06-08 16:02:12,31.0,1890,24576,7.7,646.5,25481,257046,9.9,38
2026-06-08 16:02:23,25.0,1890,24576,7.7,645.5,25481,257046,9.9,38
2026-06-08 16:02:33,35.0,1890,24576,7.7,644.6,25481,257046,9.9,38
2026-06-08 16:02:43,30.0,1890,24576,7.7,646.6,25481,257046,9.9,38
2026-06-08 16:02:53,23.0,1890,24576,7.7,645.8,25481,257046,9.9,38
2026-06-08 16:03:03,27.0,1890,24576,7.7,642.6,25480,257046,9.9,38
2026-06-08 16:03:13,23.0,1890,24576,7.7,-723.9,25468,257046,9.9,38
2026-06-08 16:03:23,13.0,1890,24576,7.7,-1995.2,25545,257046,9.9,38
2026-06-08 16:03:33,21.0,1890,24576,7.7,432.1,25557,257046,9.9,38
2026-06-08 16:03:43,24.0,1890,24576,7.7,230.3,25586,257046,10.0,38
2026-06-08 16:03:53,27.0,1890,24576,7.7,-528.9,25566,257046,9.9,38
2026-06-08 16:04:04,26.0,1890,24576,7.7,657.6,25566,257046,9.9,38
2026-06-08 16:04:14,28.0,1890,24576,7.7,444.1,25587,257046,10.0,38
2026-06-08 16:04:24,23.0,1890,24576,7.7,-792.8,25581,257046,10.0,38
2026-06-08 16:04:34,22.0,1890,24576,7.7,652.5,25579,257046,10.0,38
2026-06-08 16:04:44,32.0,1890,24576,7.7,443.7,25589,257046,10.0,38
2026-06-08 16:04:54,28.0,1890,24576,7.7,660.2,25590,257046,10.0,38
2026-06-08 16:05:04,26.0,1890,24576,7.7,655.3,25589,257046,10.0,38
2026-06-08 16:05:14,27.0,1890,24576,7.7,654.8,25589,257046,10.0,38
2026-06-08 16:05:24,29.0,1890,24576,7.7,657.9,25589,257046,10.0,38
2026-06-08 16:05:35,30.0,1890,24576,7.7,659.1,25589,257046,10.0,38
2026-06-08 16:05:45,28.0,1890,24576,7.7,-547.6,25578,257046,10.0,38
2026-06-08 16:05:55,15.0,1890,24576,7.7,-771.3,25565,257046,9.9,38
2026-06-08 16:06:05,17.0,1890,24576,7.7,419.9,25578,257046,10.0,38
2026-06-08 16:06:15,25.0,1890,24576,7.7,-1061.2,25582,257046,10.0,38
2026-06-08 16:06:25,19.0,1890,24576,7.7,-592.2,25564,257046,9.9,38
2026-06-08 16:06:35,26.0,1890,24576,7.7,441.7,25575,257046,9.9,38
2026-06-08 16:06:45,24.0,1890,24576,7.7,441.3,25594,257046,10.0,38
2026-06-08 16:06:55,26.0,1890,24576,7.7,657.5,25594,257046,10.0,38
2026-06-08 16:07:05,28.0,1890,24576,7.7,659.8,25593,257046,10.0,38
2026-06-08 16:07:16,24.0,1890,24576,7.7,-837.2,25582,257046,10.0,38
2026-06-08 16:07:26,21.0,1890,24576,7.7,658.2,25583,257046,10.0,38
2026-06-08 16:07:36,20.0,1538,24576,6.3,-467.9,23431,257046,9.1,38
2026-06-08 16:07:46,18.0,1870,24576,7.6,636.5,25148,257046,9.8,38
2026-06-08 16:07:56,24.0,1870,24576,7.6,655.8,25146,257046,9.8,38
2026-06-08 16:08:06,20.0,1870,24576,7.6,-546.7,25134,257046,9.8,38
2026-06-08 16:08:16,28.0,1894,24576,7.7,464.6,25482,257046,9.9,38
2026-06-08 16:08:26,30.0,1894,24576,7.7,450.1,25494,257046,9.9,38
2026-06-08 16:08:36,21.0,1894,24576,7.7,-760.1,25483,257046,9.9,38
2026-06-08 16:08:46,19.0,1894,24576,7.7,-591.6,25463,257046,9.9,38
2026-06-08 16:08:57,27.0,1894,24576,7.7,470.0,25474,257046,9.9,38
2026-06-08 16:09:07,27.0,1894,24576,7.7,-1061.8,25485,257046,9.9,38
2026-06-08 16:09:17,26.0,1894,24576,7.7,676.3,25481,257046,9.9,38
2026-06-08 16:09:27,30.0,1534,24576,6.2,-456.2,23334,257046,9.1,38
2026-06-08 16:09:37,31.0,1862,24576,7.6,660.4,25151,257046,9.8,39
2026-06-08 16:09:47,31.0,1862,24576,7.6,674.2,25152,257046,9.8,38
2026-06-08 16:09:57,34.0,1862,24576,7.6,674.5,25153,257046,9.8,38
2026-06-08 16:10:07,36.0,1912,24576,7.8,471.5,25450,257046,9.9,38
2026-06-08 16:10:17,32.0,1912,24576,7.8,689.9,25450,257046,9.9,38
2026-06-08 16:10:28,26.0,1912,24576,7.8,-668.5,25546,257046,9.9,38
2026-06-08 16:10:38,25.0,1912,24576,7.8,-575.6,25533,257046,9.9,38
2026-06-08 16:10:48,33.0,1912,24576,7.8,467.3,25554,257046,9.9,38
2026-06-08 16:10:58,37.0,1912,24576,7.8,472.1,25567,257046,9.9,38
2026-06-08 16:11:08,39.0,1912,24576,7.8,677.7,25567,257046,9.9,39
2026-06-08 16:11:18,22.0,1912,24576,7.8,-2025.1,25536,257046,9.9,38
2026-06-08 16:11:28,21.0,1912,24576,7.8,669.4,25535,257046,9.9,38
2026-06-08 16:11:38,37.0,1912,24576,7.8,256.7,25567,257046,9.9,39
2026-06-08 16:11:48,28.0,1912,24576,7.8,681.9,25567,257046,9.9,39
2026-06-08 16:11:58,33.0,1912,24576,7.8,673.9,25568,257046,9.9,39
2026-06-08 16:12:09,39.0,1912,24576,7.8,677.3,25568,257046,9.9,39
2026-06-08 16:12:19,38.0,1912,24576,7.8,678.2,25567,257046,9.9,39
2026-06-08 16:12:29,33.0,1912,24576,7.8,671.6,25568,257046,9.9,39
2026-06-08 16:12:39,33.0,1912,24576,7.8,676.7,25568,257046,9.9,39
2026-06-08 16:12:49,30.0,1914,24576,7.8,-967.8,25645,257046,10.0,39
2026-06-08 16:12:59,16.0,1914,24576,7.8,-1876.0,25621,257046,10.0,38
2026-06-08 16:13:09,29.0,1914,24576,7.8,449.1,25649,257046,10.0,38
2026-06-08 16:13:19,36.0,1914,24576,7.8,257.1,25674,257046,10.0,39
2026-06-08 16:13:29,40.0,1914,24576,7.8,676.7,25675,257046,10.0,39
2026-06-08 16:13:39,30.0,1914,24576,7.8,-532.0,25656,257046,10.0,39
2026-06-08 16:13:49,27.0,1914,24576,7.8,-686.6,25642,257046,10.0,38
2026-06-08 16:14:00,22.0,1914,24576,7.8,444.3,25661,257046,10.0,38
2026-06-08 16:14:10,34.0,1914,24576,7.8,460.3,25673,257046,10.0,39
2026-06-08 16:14:20,39.0,1914,24576,7.8,675.2,25674,257046,10.0,39
2026-06-08 16:14:30,33.0,1914,24576,7.8,670.9,25674,257046,10.0,39
2026-06-08 16:14:40,33.0,1914,24576,7.8,673.2,25674,257046,10.0,39
2026-06-08 16:14:50,33.0,1914,24576,7.8,691.9,25674,257046,10.0,39
2026-06-08 16:15:00,34.0,1914,24576,7.8,693.3,25674,257046,10.0,39
2026-06-08 16:15:10,38.0,1914,24576,7.8,693.7,25674,257046,10.0,39
2026-06-08 16:15:20,35.0,1914,24576,7.8,-522.8,25661,257046,10.0,39
2026-06-08 16:15:30,30.0,1914,24576,7.8,-631.2,25648,257046,10.0,38
2026-06-08 16:15:41,29.0,1914,24576,7.8,456.6,25660,257046,10.0,38
2026-06-08 16:15:51,18.0,1558,24576,6.3,-2733.0,23546,257046,9.2,38
2026-06-08 16:16:01,18.0,1870,24576,7.6,636.9,25214,257046,9.8,38
2026-06-08 16:16:11,25.0,1870,24576,7.6,-795.1,25204,257046,9.8,38
2026-06-08 16:16:21,43.0,1954,24576,8.0,460.1,25514,257046,9.9,38
2026-06-08 16:16:31,33.0,1954,24576,8.0,-940.5,25528,257046,9.9,38
2026-06-08 16:16:41,32.0,1954,24576,8.0,669.4,25528,257046,9.9,38
2026-06-08 16:16:51,36.0,1954,24576,8.0,468.1,25540,257046,9.9,39
2026-06-08 16:17:01,32.0,1954,24576,8.0,691.3,25540,257046,9.9,39
2026-06-08 16:17:11,42.0,1954,24576,8.0,687.0,25539,257046,9.9,39
2026-06-08 16:17:22,39.0,1954,24576,8.0,692.0,25540,257046,9.9,39
2026-06-08 16:17:32,36.0,1954,24576,8.0,690.8,25539,257046,9.9,39
2026-06-08 16:17:42,36.0,1954,24576,8.0,694.3,25539,257046,9.9,40
2026-06-08 16:17:52,33.0,1954,24576,8.0,-552.5,25527,257046,9.9,40
2026-06-08 16:18:02,35.0,1954,24576,8.0,692.1,25528,257046,9.9,40
2026-06-08 16:18:12,38.0,1954,24576,8.0,469.9,25541,257046,9.9,40
2026-06-08 16:18:22,39.0,1954,24576,8.0,690.9,25543,257046,9.9,40
2026-06-08 16:18:32,41.0,1954,24576,8.0,689.5,25543,257046,9.9,40
2026-06-08 16:18:42,27.0,1954,24576,8.0,-1986.3,25613,257046,10.0,39
2026-06-08 16:18:52,14.0,1954,24576,8.0,-1001.1,25593,257046,10.0,39
2026-06-08 16:19:03,30.0,1954,24576,8.0,209.0,25637,257046,10.0,39
2026-06-08 16:19:13,18.0,1574,24576,6.4,-2516.3,23318,257046,9.1,39
2026-06-08 16:19:23,15.0,1850,24576,7.5,624.6,24120,257046,9.4,39
2026-06-08 16:19:33,38.0,1914,24576,7.8,454.3,25174,257046,9.8,38
2026-06-08 16:19:43,33.0,1914,24576,7.8,667.6,25175,257046,9.8,38
2026-06-08 16:19:53,39.0,1988,24576,8.1,449.9,25575,257046,9.9,39
2026-06-08 16:20:03,36.0,1988,24576,8.1,667.5,25574,257046,9.9,39
2026-06-08 16:20:13,34.0,1988,24576,8.1,-537.1,25561,257046,9.9,39
2026-06-08 16:20:23,33.0,1988,24576,8.1,654.7,25561,257046,9.9,39
2026-06-08 16:20:34,33.0,1988,24576,8.1,452.6,25574,257046,9.9,39
2026-06-08 16:20:44,37.0,1988,24576,8.1,645.6,25575,257046,9.9,39
2026-06-08 16:20:54,35.0,1988,24576,8.1,651.3,25574,257046,9.9,39
2026-06-08 16:21:04,38.0,1988,24576,8.1,-537.4,25554,257046,9.9,39
2026-06-08 16:21:14,23.0,1988,24576,8.1,-653.8,25545,257046,9.9,38
2026-06-08 16:21:24,26.0,1988,24576,8.1,432.0,25565,257046,9.9,38
2026-06-08 16:21:34,37.0,1988,24576,8.1,449.4,25577,257046,10.0,39
2026-06-08 16:21:44,28.0,1988,24576,8.1,-1855.5,25712,257046,10.0,38
2026-06-08 16:21:54,22.0,1988,24576,8.1,634.6,25713,257046,10.0,38
2026-06-08 16:22:04,21.0,1634,24576,6.6,-6802.1,23438,257046,9.1,38
2026-06-08 16:22:14,29.0,1970,24576,8.0,623.1,25208,257046,9.8,39
2026-06-08 16:22:25,28.0,1970,24576,8.0,-497.9,25199,257046,9.8,38
2026-06-08 16:22:35,25.0,2124,24576,8.6,445.5,25547,257046,9.9,38
2026-06-08 16:22:45,24.0,2124,24576,8.6,445.4,25559,257046,9.9,38
2026-06-08 16:22:55,28.0,2124,24576,8.6,647.2,25559,257046,9.9,38
2026-06-08 16:23:05,27.0,2124,24576,8.6,647.6,25558,257046,9.9,38
2026-06-08 16:23:15,26.0,2124,24576,8.6,649.4,25559,257046,9.9,38
2026-06-08 16:23:25,23.0,2124,24576,8.6,-528.6,25541,257046,9.9,38
2026-06-08 16:23:35,25.0,2124,24576,8.6,647.6,25540,257046,9.9,38
2026-06-08 16:23:45,13.0,2124,24576,8.6,-889.5,25547,257046,9.9,38
2026-06-08 16:23:55,17.0,2124,24576,8.6,619.7,25547,257046,9.9,38
2026-06-08 16:24:06,15.0,1728,24576,7.0,-1111.1,23443,257046,9.1,38
2026-06-08 16:24:16,11.0,2020,24576,8.2,-631.8,25147,257046,9.8,38
2026-06-08 16:24:26,10.0,2020,24576,8.2,612.1,25147,257046,9.8,38
2026-06-08 16:24:36,22.0,2084,24576,8.5,201.0,25450,257046,9.9,38
2026-06-08 16:24:46,19.0,2084,24576,8.5,-567.8,25440,257046,9.9,38
2026-06-08 16:24:56,19.0,2084,24576,8.5,-725.3,25530,257046,9.9,38
2026-06-08 16:25:06,18.0,2084,24576,8.5,420.6,24344,257046,9.5,38
2026-06-08 16:25:16,23.0,2084,24576,8.5,423.7,25563,257046,9.9,38
2026-06-08 16:25:26,20.0,2084,24576,8.5,618.2,25562,257046,9.9,38
2026-06-08 16:25:36,20.0,2084,24576,8.5,620.8,25562,257046,9.9,38
2026-06-08 16:25:47,19.0,2084,24576,8.5,-575.3,25543,257046,9.9,38
2026-06-08 16:25:57,19.0,2084,24576,8.5,622.3,25542,257046,9.9,38
2026-06-08 16:26:07,18.0,2084,24576,8.5,411.1,25561,257046,9.9,38
2026-06-08 16:26:17,18.0,2084,24576,8.5,619.2,25561,257046,9.9,38
2026-06-08 16:26:27,20.0,2084,24576,8.5,619.2,25563,257046,9.9,38
2026-06-08 16:26:37,13.0,2084,24576,8.5,-613.3,25552,257046,9.9,38
2026-06-08 16:26:47,14.0,2084,24576,8.5,612.4,25552,257046,9.9,38
2026-06-08 16:26:57,20.0,2084,24576,8.5,408.3,25564,257046,9.9,38
2026-06-08 16:27:07,12.0,2084,24576,8.5,-2005.2,25645,257046,10.0,38
2026-06-08 16:27:17,16.0,2084,24576,8.5,620.8,25645,257046,10.0,38
2026-06-08 16:27:28,20.0,2084,24576,8.5,210.6,25669,257046,10.0,38
2026-06-08 16:27:38,17.0,2084,24576,8.5,-728.8,25663,257046,10.0,38
2026-06-08 16:27:48,19.0,2084,24576,8.5,612.9,25663,257046,10.0,38
2026-06-08 16:27:58,14.0,2084,24576,8.5,419.3,25683,257046,10.0,38
2026-06-08 16:28:08,15.0,2084,24576,8.5,-555.1,25684,257046,10.0,38
2026-06-08 16:28:18,17.0,2084,24576,8.5,618.6,25683,257046,10.0,38
2026-06-08 16:28:28,20.0,2084,24576,8.5,402.7,25702,257046,10.0,38
2026-06-08 16:28:38,18.0,2084,24576,8.5,602.6,25701,257046,10.0,38
2026-06-08 16:28:48,25.0,2084,24576,8.5,608.4,25702,257046,10.0,38
2026-06-08 16:28:58,13.0,2084,24576,8.5,-595.8,25691,257046,10.0,38
2026-06-08 16:29:08,17.0,2084,24576,8.5,596.2,25691,257046,10.0,38
2026-06-08 16:29:19,20.0,2084,24576,8.5,-705.9,25690,257046,10.0,38
2026-06-08 16:29:29,16.0,2084,24576,8.5,608.1,25689,257046,10.0,38
2026-06-08 16:29:39,22.0,2084,24576,8.5,408.5,25700,257046,10.0,38
2026-06-08 16:29:49,17.0,2084,24576,8.5,-795.8,25692,257046,10.0,38
2026-06-08 16:29:59,17.0,2084,24576,8.5,602.4,25691,257046,10.0,38
2026-06-08 16:30:09,19.0,2086,24576,8.5,-882.8,25711,257046,10.0,38
2026-06-08 16:30:19,17.0,2086,24576,8.5,-501.3,25692,257046,10.0,38
2026-06-08 16:30:29,12.0,1596,24576,6.5,4.8,23942,257046,9.3,38
2026-06-08 16:30:39,19.0,1906,24576,7.8,420.5,25226,257046,9.8,38
2026-06-08 16:30:49,19.0,1906,24576,7.8,612.5,25226,257046,9.8,38
2026-06-08 16:30:59,28.0,1948,24576,7.9,425.0,25528,257046,9.9,38
2026-06-08 16:31:10,23.0,1948,24576,7.9,-528.5,25518,257046,9.9,38
2026-06-08 16:31:20,23.0,1948,24576,7.9,633.6,25519,257046,9.9,38
2026-06-08 16:31:30,15.0,1948,24576,7.9,-488.8,25507,257046,9.9,38
2026-06-08 16:31:40,21.0,1948,24576,7.9,440.2,25518,257046,9.9,38
2026-06-08 16:31:50,28.0,1948,24576,7.9,651.7,25520,257046,9.9,38
2026-06-08 16:32:00,25.0,1948,24576,7.9,435.9,25532,257046,9.9,38
2026-06-08 16:32:10,29.0,1948,24576,7.9,643.1,25532,257046,9.9,38
2026-06-08 16:32:20,28.0,1948,24576,7.9,651.1,25531,257046,9.9,38
2026-06-08 16:32:30,24.0,1948,24576,7.9,-792.9,25505,257046,9.9,38
2026-06-08 16:32:40,24.0,1948,24576,7.9,-538.9,25504,257046,9.9,38
2026-06-08 16:32:51,23.0,1590,24576,6.5,-407.9,23289,257046,9.1,38
2026-06-08 16:33:01,25.0,1914,24576,7.8,412.2,25112,257046,9.8,38
2026-06-08 16:33:11,26.0,1914,24576,7.8,647.7,25113,257046,9.8,38
2026-06-08 16:33:21,21.0,1914,24576,7.8,643.2,25112,257046,9.8,38
2026-06-08 16:33:31,12.0,1958,24576,8.0,-1129.5,25610,257046,10.0,38
2026-06-08 16:33:41,10.0,1958,24576,8.0,-629.8,25598,257046,10.0,38
2026-06-08 16:33:51,16.0,1958,24576,8.0,413.2,25628,257046,10.0,38
2026-06-08 16:34:01,25.0,1958,24576,8.0,-779.2,25630,257046,10.0,38
2026-06-08 16:34:11,20.0,1958,24576,8.0,637.3,25628,257046,10.0,38
2026-06-08 16:34:21,23.0,1958,24576,8.0,422.4,25639,257046,10.0,38
2026-06-08 16:34:32,22.0,1958,24576,8.0,636.7,25639,257046,10.0,38
2026-06-08 16:34:42,25.0,1958,24576,8.0,635.6,25639,257046,10.0,38
2026-06-08 16:34:52,25.0,1958,24576,8.0,634.3,25639,257046,10.0,38
2026-06-08 16:35:02,22.0,1958,24576,8.0,-573.6,25620,257046,10.0,38
